,id,name,year_established,country,description,url,image,has_trading_incentive,trust_score,trust_score_rank,trade_volume_24h_btc,trade_volume_24h_btc_normalized
17,hashkey_exchange,HashKey Exchange,2018.0,Hong Kong,"On a mission to set the bar for virtual asset exchanges in compliance, safety, and security, Hash Blockchain Limited (HashKey Exchange) is Hong Kong's first licensed virtual asset exchange for retail users. HashKey Exchange has recently received approval from the Securities and Futures Commission (SFC) of Hong Kong to operate a virtual asset trading platform under Type 1 (Dealing in securities) licence and Type 7 (Providing automated trading services) licence. As HashKey Group's exchange business, HashKey Exchange provides all-in-one trading services for both professional investors (PI) and retail investors. HashKey Exchange has obtained ISO 27001 (Information Security) and ISO 27701 (Data Privacy) management system certifications.",https://www.hashkey.com/,https://assets.coingecko.com/markets/images/1206/small/hashkey_2.png?1706869603,False,9,18,2998.5186103143637,972.8669950987749
18,wootrade,WOO X,2019.0,Seychelles,"WOO Network is a deep liquidity network connecting traders, exchanges, institutions, and DeFi platforms with democratized access to the best-in-class liquidity and trading execution at lower or zero cost. Its flagship, WOO X, is a professional trading platform featuring customizable modules and lower to zero fees complete with deep liquidity. WOO Network was founded by Kronos Research, a quantitative trading firm generating $5-10B in daily volume.",https://woo.org/,https://assets.coingecko.com/markets/images/683/small/woo.png?1706864629,False,9,19,244.7929332700104,244.7929332700104
19,coinspro,Coins.ph,2017.2469135802469,Philippines,,https://coins.ph/about,https://assets.coingecko.com/markets/images/999/small/coinspro.png?1706864987,False,9,20,112.1999630242036,112.1999630242036
20,nice_hash,NiceHash,2017.2469135802469,Slovenia,,https://www.nicehash.com,https://assets.coingecko.com/markets/images/546/small/logo_small_light.png?1706864513,False,8,21,6.729245318776539,6.729245318776539
21,okcoin,Okcoin,2013.0,United States,"Founded in 2013, Okcoin is a US-headquartered cryptocurrency exchange serving 190+ countries and territories. The platform enables retail and institutional investors to purchase digital assets using local currencies, with a mission to make crypto easy for everyone, including first-time buyers. Okcoin was the first centralized exchange to offer direct entry into decentralized finance (DeFi) with Earn, a tool for earning APY through decentralized lending, liquidity pools, staking, and more. In addition, Okcoin offers institutional trading tools and APIs to asset managers, venture capital and hedge funds, retail brokers, payment processors, and more. Follow Okcoin on Twitter at @Okcoin and visit okcoin.com for more information.",https://www.okcoin.com/,https://assets.coingecko.com/markets/images/415/small/okcoin_Logomark_SatoshiBlack.png?1706864417,False,9,22,0.3420127146300551,0.3420127146300551
22,whitebit,WhiteBIT,2018.0,Lithuania,,https://whitebit.com,https://assets.coingecko.com/markets/images/418/small/800_800.jpg?1706864419,False,8,23,27675.07619052498,23799.35682230318
23,upbit,Upbit,2017.0,South Korea,,https://upbit.com,https://assets.coingecko.com/markets/images/117/small/upbit.png?1706864294,False,8,24,35421.620992585886,15926.254549782894
24,lbank,LBank,2015.0,British Virgin Islands,"LBank is a globally based centralized exchange (CEX) platform established in 2015. The platform allows users to buy and sell major crypto assets like Bitcoin (BTC) and Ethereum (ETH) in over 149 fiat currencies, with over 20 payment methods. The company has licenses from the National Futures Association, Italian Organismo degli Agenti e dei Mediatori, and money services businesses in the United States & Canada. The LBank exchange has over 9 million users and accepts clients from over 200 regions.
LBank Exchange provides its users with crypto trading, specialized financial derivatives, and professional asset management services.
 ",https://www.lbank.com,https://assets.coingecko.com/markets/images/118/small/LBank_logo.png?1706864296,False,8,25,16357.07266566912,13510.729335868342
25,bitmart,BitMart,2017.0,Cayman Islands,,https://www.bitmart.com/en,https://assets.coingecko.com/markets/images/239/small/Bitmart.png?1706864341,False,8,26,15261.696536219437,12844.4452771425
26,digifinex,DigiFinex,2018.0,Seychelles,,https://www.digifinex.com/,https://assets.coingecko.com/markets/images/225/small/DF_logo.png?1706864334,False,8,27,15500.658677695195,11240.378008129876
27,latoken,LATOKEN,2017.0,Cayman Islands,,https://latoken.com/,https://assets.coingecko.com/markets/images/124/small/latoken.png?1706864301,False,8,28,8606.125307240345,7940.477750427266
28,bitrue,Bitrue,2018.0,Singapore,,https://www.bitrue.com/,https://assets.coingecko.com/markets/images/254/small/unnamed_%281%29.png?1706864350,False,8,29,25561.982915934343,7626.587384989849
29,coinw,CoinW,2017.0,United Arab Emirates,"What Is CoinW?
CoinW stands as a pinnacle in the world of crypto trading platforms, where our unwavering commitment to security, transparency, and user-centric principles sets us apart. Powered by cutting-edge technology, boasting deep liquidity, and offering support for a diverse array of cryptocurrencies, we have cultivated a vast and dedicated user base, solidifying our position as one of the most secure exchanges globally.

Dedicated to upholding the highest regulatory standards, we prioritize security, transparency, and compliance to contribute actively to the advancement of the crypto industry. At CoinW, we take pride in serving over 10 million users worldwide, earning our reputation as a beacon of security and reliability in the dynamic realm of cryptocurrency. Join us on this journey, where your assets are safeguarded, and your trading experience is elevated to new heights.

Who Are the Founders of CoinW?
Incepted in 2017 by a fusion of crypto, cybersecurity, and finance virtuosos, CoinW has established 16 Localized Trading Service Centers spanning 13 distinct countries. With a robust workforce comprising over 1,000 talents representing 30 diverse nations, CoinW stands as the quintessential embodiment of a global and professional entity.

When Did CoinW Launch?
CoinW was launched in 2017.

Where Is CoinW Located?
Based in the vibrant city of Dubai, UAE, CoinW has expanded its global presence with 16 Localized Trading Service Centers spanning 13 countries. Our reach extends to key locations such as Dubai, Singapore, Turkey, South Korea, Japan, the Philippines, Malaysia, Australia, Vietnam, India, Nigeria, Canada, and Russia. Serving customers in over 200 regions and countries, CoinW is dedicated to providing a seamless and localized trading experience.

As a forward-thinking crypto trading platform, we prioritize collaboration with international regulatory bodies and organizations, contributing to the establishment of a safe and secure environment for our users.

What Coins Are Supported on CoinW?
CoinW boasts a vast array of over 1,000 listed crypto tokens, offering more than 500 spot trading pairs. Popular coins include BTC, ETH, BGB, XRP, PEPE, DOGE, SHIB, BNB, LTC, APT and more.

How Much Are CoinW Fees?
When users conduct currency transactions on CoinW, the platform will charge users a certain fee to support the operation of the platform.User fees for makers and takers on the platform will be charged according to different rules. Currently, the basic fees for maker and takers on the platform are both 0.2%.

Is It Possible To Use Leverage or Margin Trading on CoinW?
CoinW empowers traders seeking strategic leverage through our comprehensive options for both spot and Futures trading. Our platform offers unparalleled flexibility, allowing users to utilize leverage ratios of up to 200x in Futures and 6x in ETF trading. This means that traders can amplify their positions, opening the door to potential profit maximization in crypto market.
",https://www.coinw.com/,https://assets.coingecko.com/markets/images/1172/small/coinw.jpeg?1706865186,False,8,30,6907.344459811661,6907.344459811661
30,xt,XT.COM,2018.0,Seychelles,"By consistently expanding its ecosystem, XT.COM is dedicated to providing users with the most secure, trusted, and hassle-free digital asset trading services. Our exchange is built from a desire to give everyone access to digital assets regardless where you are. 

Founded in 2018, XT.COM now serves more than 6 million registered users, over 500,000+ monthly active users and 40+ million users in the ecosystem. Covering a rich variety of  trading categories together with a NFT aggregated marketplace,  our platform strives to cater to its large user base by providing a secure, trusted and intuitive trading experience.

As the world’s first social-infused digital assets trading platform, XT.COM also supports social networking platform based transactions to make our crypto services more accessible to users all over the world. Furthermore, to ensure optimal data integrity and security, we see user security as our top priority at XT.COM. ",https://www.xt.com/,https://assets.coingecko.com/markets/images/404/small/logo400x400.png?1706864415,False,8,31,6827.360810852069,6827.360810852069
31,deepcoin,Deepcoin,2018.0,Seychelles,"Deepcoin Exchange offers groundbreaking tools for you to buy and sell over 120 cryptocurrencies. Since 2018, we have provided a secure and reliable way for you to invest in spot and futures trading to our over 1 million users.",https://www.deepcoin.com/,https://assets.coingecko.com/markets/images/1005/small/deepcoin.jpeg?1706864992,False,8,32,10484.8704435437,4888.146107440094
32,phemex,Phemex,2019.0,Singapore,"Launched in 2019, Phemex is a Singapore-based cryptocurrency and derivatives trading platform led by former Morgan Stanley executives. Serving around 5 million active users in over 200 countries, Phemex supports 150+ trading pairs with up to 100x leverage.

-  Fee Structure: 0.1% for both maker and taker
-  Contract Fee Structure: 0.01% for maker and 0.06% for taker
-  Up to $100 Welcome Bonus for new users
-  Earn up to 8.5% APY interest income on crypto assets
-  Free academy with 450+ carefully curated articles about crypto & trading
-  Security: Hierarchical Deterministic Cold Wallet System with 2-level human scrutiny offline signatures.",https://phemex.com/,https://assets.coingecko.com/markets/images/564/small/phemex_logo.png?1706864519,False,8,33,1737.7599847125532,1540.613185232592
33,btse,BTSE,2018.0,British Virgin Islands,"BTSE is a leading digital asset exchange that empowers users by offering a simple and secure way to trade. Its growing suite of financial services is designed to bridge traditional finance with digital assets solutions. BTSE's innovative technology offers a set of digital financial solutions featuring multi-currency spot and derivatives trading, in addition to NFT and exchange white labels, over-the-counter (OTC) trading, asset management, and payment gateways. Additionally, BTSE provides an all-in-one order book, strict security protocols, an insurance fund, cold storage for more than 99% of assets and no withdrawal limits on over 12 fiat currencies and 100 cryptocurrencies.",https://www.btse.com/,https://assets.coingecko.com/markets/images/464/small/BTSE.jpg?1706864449,False,8,34,1207.103519528726,1207.103519528726
34,exmo,EXMO,2013.0,United Kingdom,,https://exmo.com/,https://assets.coingecko.com/markets/images/59/small/tt_ava.jpg?1706864278,False,8,35,943.21900947658,943.21900947658
35,dextrade,Dex-Trade,2019.0,Belize,"Dex-Trade is a centralized cryptocurrency exchange founded in 2017 and registered in Belize. This is a modern space for safe and comfortable trading with minimal commissions.

Dex-Trade is a universal exchange for both beginners and professional traders. The minimum spread and high liquidity in order books allow you to trade efficiently with orders of any volume.
Along with global opportunities, the exchange also provides a demo trading mode for risk-free testing of your trading strategies. Our dedicated support team is online 24/7 to assist you with any questions.

You can learn more about Dex-Trade on the website.
https://dex-trade.com/info/about

If you are looking for listing and promotion options with Dex-Trade please visit our listing page and a personal manager will help you to utilize our proven tools and intelligent market-making system to engage with the vast exchange community in the best possible way. https://dex-trade.com/listing",https://dex-trade.com/,https://assets.coingecko.com/markets/images/380/small/Dex-Trade.png?1706864395,False,8,36,926.5523012043444,926.5523012043444
36,bitbank,Bitbank,2016.0,Japan,,https://bitbank.cc/,https://assets.coingecko.com/markets/images/122/small/bitbank.jpg?1706864298,False,8,37,469.25652232839184,469.25652232839184
37,bitso,Bitso,2014.0,Gibraltar,,https://bitso.com,https://assets.coingecko.com/markets/images/8/small/Bitso-icon-dark.png?1706864249,False,8,38,317.25588535467244,317.25588535467244
38,max_maicoin,Max Maicoin,2017.2469135802469,Taiwan,,https://max.maicoin.com,https://assets.coingecko.com/markets/images/218/small/max.jpg?1706864331,False,8,39,252.19569365625364,252.19569365625364
39,indodax,Indodax,2014.0,Indonesia,,https://indodax.com,https://assets.coingecko.com/markets/images/3/small/logogram-Indodax-new-_JPG_format.jpg?1706864243,False,8,40,249.9801705315794,249.9801705315794
40,bitopro,BitoPro,2018.0,Taiwan,,https://www.bitopro.com/,https://assets.coingecko.com/markets/images/358/small/bitopro_coingecko_250x250_%281%29.png?1706864386,False,8,41,227.3082192259266,227.3082192259266
41,luno,Luno,2013.0,Singapore,,https://www.luno.com,https://assets.coingecko.com/markets/images/33/small/RGB_LUNO_SYMBOL_NAVY_BLUE_1.png?1706864266,False,8,42,142.95732381738287,142.95732381738287
42,nonkyc_io,Nonkyc.io,2023.0,Seychelles,"About NonKyc.io Founded in 2023, NonKyc.io strives to provide its users with the best trading experience and give small and medium market cap assets a reliable trading hub. Our goal is to maintain a fast and user friendly system while also concentrating on security to keep users, data, and assets safe. Security of our users' data & assets is always our top priority and we are focused on building an easy to use digital asset trading platform for everyone to enjoy.  The NonKYC platform system is NOT from some predesigned script package or preexisting codebase. It has been created from the ground up by professional developers who are well experienced in Cryptocurrency. NonKYC has been designed to scale horizontally as we grow to become a top tier exchange.",https://nonkyc.io,https://assets.coingecko.com/markets/images/1281/small/NKYC-Logo.png?1706865279,False,8,43,50.44400350260769,50.44400350260769
43,xeggex,XeggeX,2021.0,Seychelles,"Founded in 2021, XeggeX.com strives to provide its users with the best trading experience and give small and medium market cap assets a reliable trading hub. Our goal is to maintain a fast and user friendly system while also concentrating on security to keep users, data, and assets safe. Security of our users' data & assets is always our top priority and we are focused on building an easy to use digital asset trading platform for everyone to enjoy.",https://xeggex.com,https://assets.coingecko.com/markets/images/1299/small/XeggeX_Logo_200.png?1706865292,False,8,44,46.050405034581054,46.050405034581054
44,kuna,Kuna Exchange,2017.2469135802469,United Kingdom,,https://kuna.io/,https://assets.coingecko.com/markets/images/97/small/kuna_exchange.png?1706864284,False,8,45,38.38039361676523,38.38039361676523
45,bitmex_spot,BitMEX,2017.2469135802469,Seychelles,,https://www.bitmex.com/spot/,https://assets.coingecko.com/markets/images/866/small/bitmex.jpeg?1706864881,False,8,46,1.589297805222447,1.589297805222447
46,p2pb2b,P2B,2018.0,Lithuania,"P2B is a top crypto platform in Europe and has gotten into the TOP-3 Crypto Exchanges by growth speed. It offers the best go-to-market experience to diverse crypto startups. At the exchange, investors can find a wide variety of newly-launched tokens.


The platform attracts new crypto projects due to the high-level liquidity of the crypto exchange. One of the essential benefits of the crypto exchange is the high-level security of every launch and operation. It's in the TOP-15 in Cer.Live security rate. 


The exchange has 6-year-old experience in the crypto field and has presented more than 2,000 crypto projectsʼ launches. The go-to-market team of the exchange has designed a well-thought strategy for marketing and promoting newly-launched projects to enhance their liquidity and involve new investors.


P2B offers a top-grade launchpad with extended functionality for newly-launched crypto projects. The platform offers additional liquidity services to support a token price after a listing stage and avoid a price drop. It doesn't have limitations, a ticket system, and doesn't hold tokens. The total amount of funds raised through launchpads is already more than $10 million, and the top results from one launchpad are $2+ million.


P2B is popular among newly-launched crypto projects due to easy-to-go onboarding, a loyal listing requirement for the 1st listing, expertise, and well-designed tools for the project's promotion. The exchange also contributes to the development of WEB 3.0 by creating the Fund of Rising Stars to support projects with high potential and strong ideas.


Join the prosperous P2B community—the #1 place to be in crypto.

Get your exciting trading experience and earn fast and securely with 24/7 support.

",https://p2pb2b.com/,https://assets.coingecko.com/markets/images/251/small/ow0xng56_400x400.jpeg?1706864347,False,7,47,16545.341475486155,12596.141807876087
47,biconomy,Biconomy,2019.0,Canada,"Biсonomy is a Canadian cryptocurrency exchange founded on October 1, 2019.
The exchange has a Canadian trading license and has also recently received a US MSB license.
Biconomy only hosts high-quality projects and coins. It is also possible to buy a cryptocurrency for fiat using the AdvCash solution.",https://www.biconomy.com/,https://assets.coingecko.com/markets/images/633/small/biconomy-cex.png?1706864578,False,7,48,9758.651683677554,8037.01837691684
48,bithumb,Bithumb,2014.0,South Korea,,https://www.bithumb.com/,https://assets.coingecko.com/markets/images/6/small/bithumb_BI.png?1706864248,False,7,49,6796.212319570237,6796.212319570237
49,bitvenus_spot,BitVenus,2018.0,British Virgin Islands,"Founded in May 2018, our exchange offers reliable and efficient 24x7 spot and derivatives trading services. Our commitment to continual innovation has allowed us to launch state-of-the-art features, such as a copy trading function, which facilitates both novice and seasoned traders. This persistent focus on enhancement, fueled by a team of seasoned industry professionals, ensures that our product offerings remain top-tier, competitive, and user-friendly. We highly prioritize customer service, boasting a dedicated team ready to provide high-quality support whenever needed. Our dedicated compliance team works meticulously to ensure our trading environment is secure, adhering strictly to all regulatory requirements. All these efforts come together to create a trading platform that offers security, support, and innovative features that make trading both easy and rewarding.",https://www.bitvenus.com/,https://assets.coingecko.com/markets/images/1253/small/BitVenus_logo.png?1709559502,False,7,50,14205.686199725578,5653.480311247157
50,toobit,Toobit,2022.0,Cayman Islands,,https://www.toobit.com/,https://assets.coingecko.com/markets/images/1139/small/Toobit_logo400X400.png?1706865157,False,7,51,6504.729417457099,5378.369180574443
51,bigone,BigONE,2017.0,Seychelles,,https://bigone.com,https://assets.coingecko.com/markets/images/100/small/qcFFufEY_400x400.jpg?1706864287,False,7,52,6712.199389328611,4235.628330255538
52,bitvavo,Bitvavo,2018.0,Netherlands,,https://bitvavo.com/en,https://assets.coingecko.com/markets/images/714/small/bitvavo-mark-square-black.png?1706864670,False,7,53,3435.323372358794,3435.323372358794
53,azbit,Azbit,2017.2469135802469,Seychelles,"Azbit is a new generation exchange offering the most in-demand services on the market. Spot exchange, margin trading, crypto-backed loans.",https://azbit.com/,https://assets.coingecko.com/markets/images/787/small/logo.png?1706864819,False,7,54,2945.424243132599,2945.424243132599
54,tapbit,Tapbit,2019.0,United States,"Tapbit offers secure and stable trading services for global investors in mainstream crypto assets such as BTC, ETH, SOL, and USDC. The platform holds the MSB fiat currency business license issued by the U.S. federal government, the MSB fiat currency business license issued by the Canadian government, the NFA general financial license, and the crypto and forex business license issued by SVGFSA. Additionally, we safeguard all your assets on Tapbit through a multi-million-dollar insurance fund Tapbit provides users with cutting-edge technology, featuring a core aggregation engine that stands as one of the most advanced technological products in the current market. With fault tolerance and exceptional processing speed, it can address concurrent issues arising from instantaneous high volumes of transactions and settlements. Our security measures include banking-grade SSL encryption, multi-signature capabilities, and hot & cold wallet separation technology, all working together to rigorously protect the security of all user assets  Tapbit stands out as one of the safest and most reliable cryptocurrency service platforms in the current market. Global investors can utilize and benefit from the platform without worrying about potential risks associated with the field, thanks to the application of advanced technology and innovative algorithms.",https://www.tapbit.com/,https://assets.coingecko.com/markets/images/1374/small/Tapbit-Logo.png?1706865388,False,7,55,4504.677458202503,2890.184365303759
55,bitmax,AscendEX (BitMax),2018.0,Singapore,"AscendEX (formerly BitMax) is a leading global digital asset financial platform founded by a group of Wall Street quantitative trading veterans in 2018, building on core value of “Efficiency, Resilience and Transparency.” 
 
Driven by its continuous innovative product development and early-mover advantage in strategic alignment with the leading projects from DeFi ecosystem, AscendEX offers trading services across over 200 trading pairs across cash, margin, and futures products, in particular margin trading of over 50 tokens in cross-asset collateral mode and futures trading in both cross-asset and isolated margin modes.",https://ascendex.com/en/global-digital-asset-platform,https://assets.coingecko.com/markets/images/277/small/%E5%8E%9F%E8%89%B2.png?1706864357,False,7,56,3606.1558010069534,2256.1725713796723
56,pionex,Pionex,2019.0,British Virgin Islands,,https://www.pionex.com,https://assets.coingecko.com/markets/images/1026/small/pionex.png?1706865056,False,7,57,5580.274423743532,1991.1382194497507
57,pointpay,PointPay,2018.0,Saint Vincent and the Grenadines,,https://exchange.pointpay.io/,https://assets.coingecko.com/markets/images/1060/small/pointpay.png?1706865085,False,7,58,2750.376782895785,1540.4739084557443
58,btcturk,BtcTurk | Kripto,2013.0,Turkey,,https://kripto.btcturk.com/en,https://assets.coingecko.com/markets/images/223/small/btctrurk_kripto.png?1706864333,False,7,59,1611.6220807479306,1469.1610805731605
59,probit,ProBit Global,2017.0,Seychelles,,https://www.probit.com/,https://assets.coingecko.com/markets/images/370/small/probit.png?1706864390,False,7,60,5269.403508439977,1428.01102928839
60,bydfi,BYDFi,2020.0,Seychelles,,https://www.bydfi.com/en,https://assets.coingecko.com/markets/images/1186/small/photo_2024-03-20_11-10-03.jpg?1710914231,False,7,61,1350.1404484421805,1350.1404484421805
61,bitunix,Bitunix,2021.0,Seychelles,,https://www.bitunix.com/,https://assets.coingecko.com/markets/images/1185/small/APP_icon_1024.png?1706865197,False,7,62,1326.5499406331148,1326.5499406331148
62,bitflyer,bitFlyer,2014.0,Japan,,https://bitflyer.com/en-eu/,https://assets.coingecko.com/markets/images/5/small/bitFlyer-logo.png?1706864247,False,7,63,1225.394031893771,1225.394031893771
63,paribu,Paribu,2017.2469135802469,Turkey,,https://www.paribu.com/,https://assets.coingecko.com/markets/images/136/small/paribu.jpg?1706864307,False,7,64,1443.236693773728,1187.107081104596
64,coincheck,Coincheck,2014.0,Japan,,https://coincheck.com/,https://assets.coingecko.com/markets/images/18/small/Coincheck.jpg?1706864255,False,7,65,1132.0901185163684,1132.0901185163684
65,coinex,CoinEx,2017.0,Samoa,,https://www.coinex.com/,https://assets.coingecko.com/markets/images/135/small/coinex.jpg?1706864305,False,7,66,743.8976734145008,743.8976734145008
66,bitkub,Bitkub,2018.0,Thailand,,https://www.bitkub.com,https://assets.coingecko.com/markets/images/249/small/bitkub.png?1706864345,False,7,67,733.9589251211892,733.9589251211892
67,cryptology,Cryptology,2018.0,Lithuania,,https://cryptology.com/,https://assets.coingecko.com/markets/images/287/small/logo-symbol.png?1706864361,False,7,68,731.0127408893957,731.0127408893957
68,bitazza,Bitazza,2021.0,Thailand,Bitazza is ASEAN's locally-based digital asset platform. ,https://trade.bitazza.com/gl/exchange/,https://assets.coingecko.com/markets/images/837/small/btzlogo200x200_darkgreen.png?1706864859,False,7,69,331.6966672783213,331.6966672783213
69,korbit,Korbit,2013.0,South Korea,,https://www.korbit.co.kr/,https://assets.coingecko.com/markets/images/28/small/korbit-logo.png?1706864263,False,7,70,233.5439934105003,233.5439934105003
70,bullish_com,Bullish,2021.0,Gibraltar,,https://bullish.com/,https://assets.coingecko.com/markets/images/905/small/bullish_com.png?1706864904,False,7,71,16252.687790664246,172.7530934793048
71,okcoin-japan,OKCoin Japan,2017.0,Japan,"Our company was established as the Japanese corporation of OK Group and is operating under a structure compliant with Japanese laws and regulations as a registered cryptocurrency exchange business with the Financial Services Agency. Additionally, by utilizing the group's advanced technology, products, and the know-how accumulated over the years, we are flexibly responding to market needs and will contribute to the revitalization of Japan's WEB3.0 (crypto asset-related business).",https://www.okcoin.jp/,https://assets.coingecko.com/markets/images/1420/small/OKJlogo%E6%96%B9%E5%BD%A2.jpg?1707298108,False,7,72,173.5914812824635,173.5914812824635
72,slex,Slex,2023.0,Costa Rica,,https://slex.io/,https://assets.coingecko.com/markets/images/1527/small/slex_200x200_2.png?1711335245,False,7,73,189.34282843827216,152.12246106407375
73,kanga,Kanga,2018.0,Belize,,https://kanga.exchange/,https://assets.coingecko.com/markets/images/852/small/KaNGa_logo.png?1706864870,False,6,74,151.96920401623572,151.96920401623572
74,bitcastle,bitcastle,2019.0,Lithuania,"bitcastle is all in one global platform including crypto trading, FX trading and binary option trading first launched in July 2019.  In May 2022, bitcastle renewed it's platform with a brand new user interface, new features and token listings. With offices in Singapore, Vietnam and Japan, bitcastle maximizes the strengths of the diverse team with various experiences to deliver the best financial services for its users.  Notable features of the platform include 0% trading fee for major currency pairs and High & Low binary trading option. bitcastle High & Low option allows users to see return on their investment in as little as 5 seconds, which is the fastest period in the world. bitcastle aims to be a platform that can be enjoyed by both seasoned traders as well as beginners.  CASTLE is bitcastle's native token. CASTLE can be used to reduce transaction fees on the platform by up to 60%. At selected intervals, 20% of bitcastle's profits will be used to buy back CASTLE tokens, and burn them.  The bitcastle apps is now available for both android and IOS, enabling users to access it's platform.",https://bitcastle.io/en,https://assets.coingecko.com/markets/images/1341/small/bitcastle_logo.png?1706865343,False,7,75,1914.8521924738104,143.14950274674345
